title,link,authors,year
"Farmer Business School Participation in Ghana: Implications for Market Orientation, Entrepreneurial Proclivity and Livelihood Performance",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=ZlBtq40AAAAJ&pagesize=100&citation_for_view=ZlBtq40AAAAJ:hFOr9nPyWt4C,"(1) EK Tham-Agyekum, F Nimoh, JE Bakang, JE Osei, K Amankwah, ...",2022
Performance evaluation of a chimney solar dryer for Habanero pepper (Capsicum chinense Jacq),https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=1mMyG1QAAAAJ&pagesize=100&citation_for_view=1mMyG1QAAAAJ:dhFuZR0502QC,"(2) F Kumi, J Ampah, RS Amoah, AH Andoh-Odoom, M Kodua",2020
Portable NIR Spectroscopic Application for Coffee Integrity and Detection of Adulteration with Coffee Husk,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=e7uxEsEAAAAJ&pagesize=100&citation_for_view=e7uxEsEAAAAJ:L8Ckcad2t8MC,"(3) VG Boadu, E Teye, CLY Amuah, FP Lamptey, LK Sam-Amoah",2023
Microwave and steam blanching as pre-treatments before air drying of Moringa oleifera leaves,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=BXxq_UEAAAAJ&pagesize=100&citation_for_view=BXxq_UEAAAAJ:YOwf2qJgpHMC,"(2) EE Abano, RS Amoah, C Mbabazi",2020
Effect of Hot-Water Blanching on Colocasia esculenta and Corchorus olitorius Leaves,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=T9OTUg8AAAAJ&pagesize=100&citation_for_view=T9OTUg8AAAAJ:IWHjjKOFINEC,"(1) J Ampofo-Asiama, F Amoako-Andoh, B Abakah, A Abla Zebede, B Quaye, ...",2021
"Relevance of food labels among selected students at the University of Cape Coast, Ghana",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=T9OTUg8AAAAJ&pagesize=100&citation_for_view=T9OTUg8AAAAJ:TQgYirikUcIC,"(4) J Abudu, J Ampofo-Asiama, N Kizzie-Hayford, EK Essuman, ...",2022
Microwave Assisted Convective Air Drying of Sugarloaf Pineapples (Ananas Comosus),https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=UmenDxMAAAAJ&pagesize=100&citation_for_view=UmenDxMAAAAJ:e5wmG9Sq2KIC,(1) EE Abano,2021
Microbial contamination in palm oil selected from markets in major cities of Ghana,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=v5twoU0AAAAJ&pagesize=100&citation_for_view=v5twoU0AAAAJ:j3f4tGmQtD8C,"(3) RL MacArthur, E Teye, S Darkwa",2021
Synapse-specific changes in arc and BDNF in rat hippocampus following chronic temporal lobe epilepsy,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=FXDb7BcAAAAJ&pagesize=100&citation_for_view=FXDb7BcAAAAJ:W7OEmFMy1HYC,"(1) DL Egbenya, S Hussain, YC Lai, AE Anderson, S Davanger",2023
"Meat consumers and Islamic scholars’ understanding of humane slaughter, and effects of pre-slaughter stunning on meat purchasing decisions in Ghana",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=6U7UbiQAAAAJ&pagesize=100&citation_for_view=6U7UbiQAAAAJ:aqlVkmm33-oC,"(1) R Badu, M Teye, RK Bannor, F Awal",2023
Effect of strain and age of layer chickens on proximate contents of egg yolk and albumen,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=7bgHlXgAAAAJ&pagesize=100&citation_for_view=7bgHlXgAAAAJ:_Qo2XoVZTnwC,"(1) F Kruenti, JK Hagan, SA Ofori, VK Lamptey, S Adu",2022
Testicular characteristics of West African dwarf (WAD) rams administered aqueous aspilia africana extract,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=7bgHlXgAAAAJ&pagesize=100&citation_for_view=7bgHlXgAAAAJ:L8Ckcad2t8MC,"(1) NN Etim, JK Hagan, G Mancilla-Montelongo",2021
The quality of white and brown chicken eggs kept under different storage length and storage temperatures,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=7bgHlXgAAAAJ&pagesize=100&citation_for_view=7bgHlXgAAAAJ:R3hNpaxXUhUC,"(1) F Kruenti, JK Hagan, MO Ansong, VK Lamptey",2022
Impacts of COVID 19 total confinement on rural youth food security,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=xEuuLaYAAAAJ&pagesize=100&citation_for_view=xEuuLaYAAAAJ:dfsIfKJdRG4C,"(1) AF Fall, J Ssekandi, AK Ronoh, SO Apori, A Ndiaye, BW Mbugua",2021
Sectoral Growth and Income Inequality in Sub-Saharan Africa: The Role of Fiscal and Monetary Policies,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=NDIo7NUAAAAJ&pagesize=100&citation_for_view=NDIo7NUAAAAJ:eflP2zaiRacC,"(1) WG Cantah, EA Bondzie, J Sebu",2022
Bank Competition and Financial Sector Stability in Ghana,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=QT7tQ_UAAAAJ&pagesize=100&citation_for_view=QT7tQ_UAAAAJ:0KyAp5RtaNEC,"(1) EA Cantah, W.G., Darfor, K.N., Nunoo, J., Afful, B., Wiafe",2023
Household structure and electricity consumption in Ghana,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=-qtMPtkAAAAJ&pagesize=100&citation_for_view=-qtMPtkAAAAJ:_kc_bZDykSQC,"(2) S Amoako, FK Andoh, EE Asmah",2023
Relative effect of food and cash remittance on household food security,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=QZeWmP0AAAAJ&pagesize=100&citation_for_view=QZeWmP0AAAAJ:8JTMrWI6FdcC,"(2) J Baako-Amponsah, SK Annim, C Kwasi Obeng",2022
Disruptions and the protracted effects of the COVID-19 lockdown in the non-bank financial institution sector in Ghana,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=T9WzwtwAAAAJ&pagesize=100&citation_for_view=T9WzwtwAAAAJ:olpn-zPbct0C,(1) JA Peprah,2021
Financial inclusion and monetary policy effectiveness in Ghana,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=T9WzwtwAAAAJ&pagesize=100&citation_for_view=T9WzwtwAAAAJ:Y5dfb0dijaUC,"(2) WG Cantah, JA Peprah, PO Takyi",2023
"Capital flight, tax revenue and economic growth in Sub-Saharan Africa: the role of good governance",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=T9WzwtwAAAAJ&pagesize=100&citation_for_view=T9WzwtwAAAAJ:eMMeJKvmdy0C,"(1) JA Peprah, H Ngalawa, E Derera",2023
Bank Competition And Financial Sector Stability in Ghana,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=Yr7a1J8AAAAJ&pagesize=100&citation_for_view=Yr7a1J8AAAAJ:0EnyYjriUFMC,"(3) WG Cantah, KN Darfor, J Nunoo, B Afful Jr, EA Wiafe",2023
School-based Health Service Delivery in Ghana: The Actualities of an Observation,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=Qw0YUIYAAAAJ&pagesize=100&citation_for_view=Qw0YUIYAAAAJ:qjMakFHDy7sC,(1) E Mensah,2019
Preparedness of Christian Religious Studies Teachers: Disclosures from Teachers and Students in Missions Senior High Schools in the Western Region of Ghana,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=Qw0YUIYAAAAJ&pagesize=100&citation_for_view=Qw0YUIYAAAAJ:roLk4NBRz8UC,"(1) E Mensah, AO Isaac",2023
"Speak English, Don’t Speak Vernacular. Language Culture and Practice, and Policy Implications in Schools",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=qDBCwCAAAAAJ&pagesize=100&citation_for_view=qDBCwCAAAAAJ:9yKSN-GCB0IC,"(1) A Kwao, G Torto, FR Ackah-Jnr, A John",2021
"Distance education at the grassroots and assessment procedures. The case of the University of Cape Coast, Ghana",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=qDBCwCAAAAAJ&pagesize=100&citation_for_view=qDBCwCAAAAAJ:u-x6o8ySG0sC,(1) A Kwao,2019
A Multi-Case Study of Instructional Decision-Making Processes of Teachers in Kindergarten Classrooms in the Cape Coast Metropolis,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=RjKbx80AAAAJ&pagesize=100&citation_for_view=RjKbx80AAAAJ:ufrVoPGSRksC,"(1) M Thompson, WK Abroampa",2019
Developing in-service mathematics teachers’ pedagogical content knowledge and skills to teach trigonometry: Using cooperative teaching and learning approach,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=Ta1l_YMAAAAJ&pagesize=100&citation_for_view=Ta1l_YMAAAAJ:_kc_bZDykSQC,"(2) RK Asomah, DD Agyei, FD Ntow",2023
The impact of concept-based instruction on senior high school students’ achievement in circle theorems,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=Ta1l_YMAAAAJ&pagesize=100&citation_for_view=Ta1l_YMAAAAJ:8k81kl-MbHgC,"(1) FD Ntow, Y Hissan",2021
Hypothetical Approach to the Teaching of Trigonometric Concepts Using Cooperative Learning,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=Ta1l_YMAAAAJ&pagesize=100&citation_for_view=Ta1l_YMAAAAJ:aqlVkmm33-oC,"(2) RK Asomah, DD Agyei, FD Ntow, I Benning",2023
Microbial quality of gamma-irradiated dried Roselle (Hibiscus sabdariffa L.) calyx powder,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=6FaCuVIAAAAJ&pagesize=100&citation_for_view=6FaCuVIAAAAJ:aqlVkmm33-oC,"(1) FCK Ocloo, V Appiah, B Asantewaa, ET Quayson",2023
In Vitro and In Vivo Toxicological Evaluation of Avicennia africana P: Beauv. (Avicenniaceae) Leaf Extract in a Rat Model,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=dZ2Jh-QAAAAJ&pagesize=100&citation_for_view=dZ2Jh-QAAAAJ:zA6iFVUQeVQC,"(1) MA Ahmed, EO Ameyaw, F Ackah-Armah, DO Acheampong, ...",2022
"In vivo inhibition of gastric acid secretions and H+/K+-ATPase activity, and enhancement of mucin activity by Dissotis rotundifolia plant extract",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=L77GNeYAAAAJ&pagesize=100&citation_for_view=L77GNeYAAAAJ:kNdYIx-mwKoC,"(5) MB Adinortey, C Ansah, J Asiedu-Larbi, SK Kwofie, AS Bockarie, ...",2022
Effect of storage temperature on the microbial quality of fura,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=qbL6pysAAAAJ&pagesize=100&citation_for_view=qbL6pysAAAAJ:MXK_kJrjxJIC,"(1) J Ampofo-Asiama, ES Atsrim, P Asiamah",2019
Effect of hot water blanching on Colocasia esculenta and Corchorus olitorius leaves,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=qbL6pysAAAAJ&pagesize=100&citation_for_view=qbL6pysAAAAJ:9ZlFYXVOiuMC,"(1) J Ampofo-Asiama, F Amoako-Andoh, B Abakah, AA Zebede, Z Quaye, ...",2021
Acute myeloid leukemic cells express NKG2D or shed off NKG2D ligand to escape immune-surveillance,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=A6-tbbQAAAAJ&pagesize=100&citation_for_view=A6-tbbQAAAAJ:3fE2CSJIrl8C,(1) DO Acheampong,2019
In Vitro and In Vivo Toxicological Evaluation of Avicennia africana P: Beauv. (Avicenniaceae) Leaf Extract in a Rat Model,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=A6-tbbQAAAAJ&pagesize=100&citation_for_view=A6-tbbQAAAAJ:fPk4N6BV_jEC,"(5) MA Ahmed, EO Ameyaw, F Ackah-Armah, DO Acheampong, ...",2022
Leveraging low-cost air quality sensors and machine learning techniques for air pollution assessment and prediction in urban ghana,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=AZNLuScAAAAJ&pagesize=100&citation_for_view=AZNLuScAAAAJ:zA6iFVUQeVQC,(1) AK Amegah,2021
Limited air pollution research on the African continent: time to fill the gap,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=AZNLuScAAAAJ&pagesize=100&citation_for_view=AZNLuScAAAAJ:f2IySw72cVMC,"(1) CH Fuller, AK Amegah",2022
Expression of 20‐hydroxyecdysone‐related genes during gonadal development of Teleogryllus emma (Orthoptera: Gryllidae),https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=CITGFxwAAAAJ&pagesize=100&citation_for_view=CITGFxwAAAAJ:LkGwnXOMwfcC,"(1) W Jin, E Tan, G Ghartey‐Kwansah, Y Jia, G Xi",2021
Evaluating immunohaematological profile among COVID-19 active infection and recovered patients in Ghana,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=JH9OlBYAAAAJ&pagesize=100&citation_for_view=JH9OlBYAAAAJ:L8Ckcad2t8MC,"(2) Y Konlaan, S Asamoah Sakyi, K Kumi Asare, P Amoah Barnie, S Opoku, ...",2022
"Impact of IgG response to malaria-specific antigens and immunity against malaria in pre-school children in Ghana. A cluster randomized, placebo-controlled trial",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=JH9OlBYAAAAJ&pagesize=100&citation_for_view=JH9OlBYAAAAJ:8k81kl-MbHgC,"(1) SK Tchum, SA Sakyi, B Adu, F Arthur, FB Oppong, F Dzabeng, B Amoani, ...",2021
Necator americanus and plasmodium falciparum co-infection and albendazole treatment outcome among individuals in rural ghana,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=JH9OlBYAAAAJ&pagesize=100&citation_for_view=JH9OlBYAAAAJ:Y0pCki6q_DkC,"(2) B Amoani, B Adu, MT Frempong, P Barnes, M Cappello, B Gyan, ...",2019
Foeto-maternal complications associated with low birth weight: A prospective multicenter study in northern Ghana,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=JH9OlBYAAAAJ&pagesize=100&citation_for_view=JH9OlBYAAAAJ:4DMP91E08xMC,"(1) B Ahenkorah, SA Sakyi, G Helegbe, EW Owiredu, LA Fondjo, W Ofosu, ...",2022
"Prevalence and Risk Factors Associated With Preeclampsia, Low Birth Weight and Postpartum Hemorrhage in Northern Ghana",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=JH9OlBYAAAAJ&pagesize=100&citation_for_view=JH9OlBYAAAAJ:ufrVoPGSRksC,"(2) B Ahenkorah, S Sakyi, G Helegbe, E Owiredu, W Ofosu, E Der, R Ephraim, ...",2020
Comparison of modified manual acid-phenol chloroform method and commercial RNA extraction kits for resource limited laboratories,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=JH9OlBYAAAAJ&pagesize=100&citation_for_view=JH9OlBYAAAAJ:TQgYirikUcIC,"(2) SA Sakyi, A Effah, E Naturinda, E Senu, S Opoku, B Amoani, SK Agordzo, ...",2023
Effect of iron fortification on anaemia and risk of malaria among Ghanaian pre-school children with haemoglobinopathies and different ABO blood groups,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=JH9OlBYAAAAJ&pagesize=100&citation_for_view=JH9OlBYAAAAJ:mVmsd5A6BfQC,"(1) SK Tchum, SA Sakyi, F Arthur, B Adu, LA Abubakar, FB Oppong, ...",2023
"Treatment failure, knowledge, attitude and practices related to schistosomiasis and soil-transmitted helminthic infections among basic school pupils",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=JH9OlBYAAAAJ&pagesize=100&citation_for_view=JH9OlBYAAAAJ:IWHjjKOFINEC,"(1) B Amoani, GK Nakotey, SA Sakyi, K Pomeyie, C Sewor",2022
"Ethnobotanical Survey and Cercaricidal Activity Screening of Medicinal Plants Used for Schistosomiasis Treatment in Atwima-Nwabiagya District, Ashanti Region, Ghana",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=M6jzuB8AAAAJ&pagesize=100&citation_for_view=M6jzuB8AAAAJ:r0BpntZqJG4C,"(1) E Asante-Kwatia, L Gyimah, AD Forkuo, WK Anyan, MA Gbemu, ...",2023
CD4+ T-lymphocytes exacerbate neurodegeneration in a new A53T-alpha synuclein expressing mouse model for Parkinson's disease,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=WKimoBwAAAAJ&pagesize=100&citation_for_view=WKimoBwAAAAJ:u5HHmVD_uO8C,"(1) AA Karikari, M Gehmeyr, E Ribechini, J Volkmann, JM Brotchie, ...",2019
Generation and Analysis of Viral Vector-Mediated Rodent Models for Parkinson’s Disease,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=WKimoBwAAAAJ&pagesize=100&citation_for_view=WKimoBwAAAAJ:9yKSN-GCB0IC,"(1) AA Karikari, JB Koprich, CW Ip",2019
Vertical Articulation and Content Relevance of the Senior High School Economics Curriculum: Case of Ghana.,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=ZZz6jZMAAAAJ&pagesize=100&citation_for_view=ZZz6jZMAAAAJ:eQOLeE2rZwMC,"(2) BYS Acquah, AA Owusu",2021
Pedagogical Strategies in Lesson Planning: An Assessment of Senior High Schools Accounting Teachers in Ghana,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=C2d_rxwAAAAJ&pagesize=100&citation_for_view=C2d_rxwAAAAJ:YsMSGLbcyi4C,(1) L Bosu,2022
Management of learning in junior resources in junior high schools in Ghana,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=UdN_vlkAAAAJ&pagesize=100&citation_for_view=UdN_vlkAAAAJ:0EnyYjriUFMC,(1) IAAS Kwenin,2021
Perceived washback effects of high-stakes test on the teaching and learning of senior high school economics,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=Vtqmg9IAAAAJ&pagesize=100&citation_for_view=Vtqmg9IAAAAJ:0EnyYjriUFMC,"(1) MB Yidana, F Arthur",2020
Self-Efficacy Beliefs and Performance of Pre-Service Economics Teachers: Implications for Teacher Training,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=ZZz6jZMAAAAJ&pagesize=100&citation_for_view=ZZz6jZMAAAAJ:WF5omc3nYNoC,(1) PAP Bernard Yaw Sekyi Acquah,2023
"Quantification of mangrove extent using a combination of optical and radar images in google earth engine platform: the case of anlo beach wetland complex, shama district …",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=TIC7eWcAAAAJ&pagesize=100&citation_for_view=TIC7eWcAAAAJ:ULOm3_A8WrAC,"(2) D Aja, M Miyittah, DB Angnuureng",2021
"Assessing the challenges of beach quality: The perspective of beach users in Elmina, Ghana",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=TIC7eWcAAAAJ&pagesize=100&citation_for_view=TIC7eWcAAAAJ:_kc_bZDykSQC,"(1) DB Angnuureng, J Frimpomaa, M Anim, B Alves, IGS Akuoko, N Addison",2021
"COVID-19: mapping and baseline survey of fish landing beaches, processing sites and markets",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=TIC7eWcAAAAJ&pagesize=100&citation_for_view=TIC7eWcAAAAJ:Zph67rFs4hoC,"(4) I Okyere, EO Chuku, DB Angnuureng, NK Asare, DW Aheto",2020
Evaluation of hydromorphological conditions of Grand Popo Beach using two unique video cameras,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=TIC7eWcAAAAJ&pagesize=100&citation_for_view=TIC7eWcAAAAJ:M3ejUd6NZC8C,"(1) KKK Arnaud, F Bonou, Z Sohou, DB Angnuureng, R Almar",2021
Anthropometric indices and cardiometabolic risk factors in a Ghanaian adolescent population,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=AC_ZnMIAAAAJ&pagesize=100&citation_for_view=AC_ZnMIAAAAJ:2osOgNQ5qMEC,"(6) IH Sirikyi, S Eliason, FN Ghartey, E Ekenam, KKA Pereko, E Okai, ...",2021
